node   2  (   1,    0) (   0,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    3) (   1,    0) (   1,    2)
          (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    0)
          (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    2)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   0,    0) (   1,    0) (   1,    1) (   1,    2)
          (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    2)
          (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   0,    0) (   0,    1) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   0,    1) (   1,    0) (   1,    0)
          (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    3) (   1,    3) (   1,    1) (   1,    2) (   1,    1)
          (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   0,    1)
          (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    2) (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    0)
          (   1,    1) (   1,    2) (   1,    2) (   0,    0) (   1,    1) (   0,    2) (   1,    0) (   1,    0) (   1,    2) (   0,    1)
          (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   0,    0)
          (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   0,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    3)
          (   1,    0) (   1,    0) (   0,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    1)
          (   1,    0) (   1,    0) (   1,    3) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    1)
          (   0,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   0,    0) (   1,    0) (   1,    0) (   0,    1)
          (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   0,    1) (   1,    0)
          (   1,    1) (   0,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0)
          (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0)
          (   1,    3) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    0) (   1,    0) (   0,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   0,    0)
          (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    3)
          (   1,    0) (   1,    0) (   1,    1) (   0,    1) (   1,    1) (   0,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    2)
          (   1,    3) (   1,    3) (   1,    0) (   0,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    3) (   1,    0)
          (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    1)
          (   0,    3) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    3) (   1,    1) (   1,    0) (   1,    0) (   1,    1)
          (   1,    2) (   1,    2) (   1,    0) (   1,    1) (   0,    2) (   1,    1) (   0,    0) (   1,    0) (   1,    2) (   1,    2)
          (   1,    3) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   0,    3) (   1,    0) (   1,    0) (   1,    3) (   1,    2)
          (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0)
          (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    3) (   1,    0) (   1,    2) (   1,    2)
          (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    0)
          (   1,    3) (   1,    4) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    3)
          (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    1)
          (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    2)
          (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    2)
          (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    2)
          (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    3) (   1,    5) (   1,    1) (   1,    0) (   1,    1) (   1,    1)
          (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    2)
          (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1)
          (   1,    0) (   1,    0) (   1,    0) (   1,    4) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    0)
          (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1)
          (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    0)
          (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    0)
         
node   2 sent_total    474  recv_total    448

node   3  (   1,    0) (   0,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    2)
          (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    3) (   1,    2) (   1,    1) (   1,    0) (   1,    2)
          (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    2)
          (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    1)
          (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    2) (   1,    0)
          (   1,    1) (   1,    0) (   1,    0) (   1,    3) (   1,    2) (   0,    1) (   1,    1) (   0,    1) (   1,    1) (   1,    1)
          (   0,    3) (   0,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   0,    0) (   1,    2) (   1,    3) (   1,    0)
          (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    3) (   1,    1)
          (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    3)
          (   0,    0) (   1,    1) (   1,    1) (   0,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   0,    1) (   1,    0)
          (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   0,    3) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    0)
          (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    2) (   1,    0) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   0,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    2)
          (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   1,    3) (   1,    0) (   1,    0) (   1,    3) (   1,    1) (   1,    1)
          (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   0,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    3) (   1,    1)
          (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    3) (   1,    0) (   1,    0) (   1,    0)
          (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   0,    1) (   1,    1)
          (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   0,    1) (   1,    1) (   1,    1) (   1,    0) (   0,    1)
          (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   0,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1)
          (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    4) (   1,    1)
          (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    3)
          (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   0,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1)
          (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   0,    2) (   0,    1) (   1,    1)
          (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    1)
          (   0,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    3)
          (   1,    3) (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    1)
          (   1,    1) (   1,    0) (   1,    2) (   1,    3) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0)
          (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    3) (   1,    2) (   1,    3)
          (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    3)
          (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    3) (   1,    3) (   1,    1) (   1,    0)
          (   1,    3) (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    2)
          (   1,    2) (   1,    0) (   1,    2) (   1,    3) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    2)
          (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    3) (   1,    2) (   1,    0) (   1,    4) (   1,    1)
          (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    0)
          (   1,    1) (   1,    0) (   1,    3) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    2)
          (   1,    2) (   1,    1) (   1,    3) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    1)
          (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    2)
          (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    3) (   1,    0) (   1,    2)
          (   1,    3) (   1,    1) (   1,    0) (   1,    2) (   1,    3) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    1)
          (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    1)
          (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   1,    3) (   1,    0) (   1,    1) (   1,    0)
          (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    3)
          (   1,    1) (   1,    2) (   1,    2) (   1,    3) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1)
          (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    4) (   1,    0) (   1,    2) (   1,    1)
          (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    0)
          (   1,    0) (   1,    1) (   1,    3) (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    0) (   1,    2) (   1,    2)
          (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    2)
         
node   3 sent_total    480  recv_total    512

node   4  (   1,    0) (   0,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    3) (   1,    0) (   1,    2) (   1,    1)
          (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    0)
          (   1,    3) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    2)
          (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0)
          (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    3) (   1,    1) (   1,    2)
          (   1,    0) (   1,    0) (   1,    0) (   0,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   0,    1)
          (   1,    3) (   1,    1) (   1,    0) (   0,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    1)
          (   1,    2) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    0)
          (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   0,    0) (   0,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    2) (   1,    2)
          (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   0,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    2)
          (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    3) (   1,    0)
          (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    0)
          (   1,    0) (   0,    3) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    0)
          (   1,    1) (   1,    2) (   1,    0) (   0,    2) (   1,    0) (   1,    1) (   1,    2) (   0,    0) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   0,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   0,    0) (   1,    0)
          (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    0)
          (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   0,    1)
          (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   0,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   0,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0)
          (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    0)
          (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   0,    2) (   1,    1) (   1,    1) (   1,    1)
          (   1,    2) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   0,    1) (   1,    1) (   1,    2)
          (   1,    0) (   1,    1) (   1,    2) (   1,    5) (   1,    1) (   1,    2) (   0,    2) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    0) (   1,    1) (   1,    3) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   0,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   0,    0) (   1,    3) (   1,    1) (   1,    2) (   1,    1) (   1,    1)
          (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    2) (   1,    3) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   1,    4) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    1)
          (   1,    1) (   1,    4) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0)
          (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    0)
          (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    0)
          (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    2)
          (   1,    0) (   1,    0) (   1,    0) (   1,    3) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0)
          (   1,    3) (   1,    2) (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    1)
          (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    3)
          (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   1,    4) (   1,    1) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0)
          (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    0)
